0.052798,0.10162,0.12593,0.39332,0.32632,0.74009,0.79574,0.7517,0.73143,0.76852,0.76866,0.76021,0.74444,0.75598,0.74969,pd_off_open
0.053787,0.11287,0.12289,0.3827,0.32775,0.55318,0.68956,0.58661,0.67019,0.6518,0.64704,0.56259,0.52698,0.52033,0.73495,pd_off_open
0.051946,0.096446,0.13091,0.40601,0.31468,0.74117,0.66409,0.73357,0.72064,0.75976,0.6363,0.703,0.70975,0.6776,0.70484,pd_off_open
0.049231,0.095504,0.12574,0.40895,0.32057,0.72768,0.69286,0.7249,0.68942,0.65492,0.65806,0.64272,0.66445,0.65915,0.70311,pd_off_open
0.052413,0.098186,0.13132,0.40981,0.30827,0.71118,0.665,0.67247,0.64193,0.65843,0.66045,0.63522,0.64692,0.64272,0.72357,pd_off_open
0.047789,0.10136,0.12933,0.40177,0.31976,0.6456,0.68452,0.67668,0.56622,0.64569,0.55075,0.61289,0.77917,0.78556,0.55694,pd_off_open
0.050837,0.10029,0.1316,0.40312,0.31415,0.60092,0.66127,0.63371,0.58053,0.62968,0.55798,0.59244,0.72179,0.71409,0.58318,pd_off_open
0.049119,0.10775,0.13247,0.40275,0.30791,0.59455,0.64073,0.61621,0.52698,0.56944,0.56224,0.57486,0.66383,0.64406,0.56995,pd_off_open
0.049572,0.10516,0.13364,0.39701,0.31462,0.57717,0.64336,0.62685,0.57264,0.61305,0.5448,0.56867,0.6801,0.68323,0.60559,pd_off_open
0.048665,0.10659,0.14255,0.40305,0.29915,0.36652,0.54997,0.47094,0.42971,0.4449,0.34341,0.40473,0.6655,0.63412,0.43043,pd_off_open
0.049394,0.10816,0.13687,0.40291,0.30267,0.45891,0.58227,0.53855,0.41015,0.49403,0.39262,0.46747,0.62269,0.56207,0.44706,pd_off_open
0.052158,0.10325,0.13174,0.40383,0.30902,0.67514,0.676,0.66546,0.5914,0.66114,0.67482,0.64631,0.66184,0.68445,0.57685,pd_off_open
0.053633,0.11232,0.12934,0.38694,0.31778,0.68935,0.73565,0.69697,0.70894,0.77384,0.74641,0.6274,0.62609,0.65842,0.75534,pd_off_open
0.053267,0.1055,0.13773,0.40463,0.29888,0.69481,0.69017,0.66348,0.48104,0.59308,0.66919,0.53863,0.61813,0.64037,0.61419,pd_off_open
0.052257,0.10304,0.13966,0.40359,0.30146,0.59815,0.64079,0.62851,0.50289,0.57152,0.47643,0.527,0.57701,0.54716,0.59498,pd_off_open
0.05131,0.10724,0.14378,0.39906,0.29861,0.52228,0.55324,0.54107,0.47171,0.54834,0.37633,0.44026,0.54596,0.47871,0.5437,pd_off_open
0.052353,0.10751,0.13917,0.40224,0.29874,0.65902,0.67182,0.64362,0.54302,0.63204,0.58632,0.58107,0.64645,0.63378,0.58786,pd_off_open
0.052351,0.10673,0.13603,0.40001,0.30488,0.66759,0.62313,0.60932,0.56164,0.60338,0.60439,0.62794,0.63736,0.59521,0.57477,pd_off_open
0.054076,0.10395,0.13868,0.39092,0.31238,0.65935,0.6567,0.61025,0.50147,0.67272,0.60354,0.47033,0.59236,0.62693,0.65472,pd_off_open
